Tweet,Target 1,Stance 1,Opinion Towards,Sentiment,Tweet Id
"@fred_guttenberg @donwinslow @JoeBiden It's not just the children. It's also about what they are going to bring home. It's also about adults, parents, esp. grandparents and so on. Look at Israel. They opened the schools and next thing was an explosion of cases among children AND adults.",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"almost everyone at my school is sick. everyome. maybe jot with the corona virus but everyonen is sick, sniffing, sneezing, literally everywhere.",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.24E+18
"@Sealyme1 @realDonaldTrump, agree. From my experience, they are happy to sacrifice OUR children because many of these people donât have their children in public schools. If they did, they might be more sympathetic, though, my thoughts, probably not.",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"Spent two hours at the supermarket, parking, figuring out what to buy when all sections were empty, and waiting to pay. Definitely not one person per four sq metres. Not the case at my kid's school either. #COVID19",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.24E+18
"I just learnt that I have to be waiting until someone in my school can get the virus., and if that happens then I will get it, right!",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.24E+18
There are very few events in life that can cause a systems collapse.  #PandVID a a pandemic is one of them.  @NYCMayor needs to act with a state of emergency and cancel everything.  #shutdownNYC,school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.24E+18
"We not saying schools should close forever nah,they should at least take a week to recover until the 2nd week of August.The aim is for the bad winter conditions to pass then schools can get back to normal.We will try by all means that our children comply:mask:.",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.28E+18
2) We in Sadtu want schools to close because even the Standard Operating Procedures are not being implemented consistently across provinces. Schools are operating on autopilot and acting outside the SOP. We can't even more to social inequalities,school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"@kromagin @cbigg81 @DinosaurJaime @realDonaldTrump @, you. People on the side of keeping kids out of school for another year are harming children far, far more than opening schools would regarding this virus.  Iâm beginning to think those teachers donât really like kids and shouldnât be teaching.",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
@MtuNational Teaching profession is a dying in our country. The Learners will bring death to their parents when they will become infected due to Covid-19 Teachers will bring death to their families too. It will end in tears.,school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"@Rschooley @, right. Not testing that theory on any child of mine.",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
so glad I'mm doing my thing and not sending my children back to the coronavirus box in the fall. I'm just out of chemo so I might as well lay down in the road outside of my school and wait for somebody to run me over if they went back,school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.28E+18
"I don't, I do don't get why they are waiting for coronavirus to get to schools before closing them. The spread will be much worse if it reaches the schools so closing before that can happen is the only logical way to combat it",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.24E+18
Many people are asking if Barron is going back to school. Of course not. I care about his life. A lot. Believe me. #SchoolReopeningNow # # #Schoolopening #coronavirus #COVID #Covid_19 #COVIDã¼19,school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.28E+18
"@jwcoop @realDonaldTrump If itâs so safe to send the WH��� WH staff back to closed rooms, then why is the WH STILL testing everyone that walks in? Why is����� is the WH open for tours?",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"I'm really getting nervous now to go college because of the high risk of coronavirus,  we all need to do what we what to do so we all need to be self isolating. Fuck the economy for two weeks",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.24E+18
"@BorisJohnson Can you please explain to the nation what plans you have put in place to toopen the schools in September!!
Seemingly you (like trump) don't have a plan
Get your act together else the schools will be empty
Spend the money on school safety! :rage:",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"I'm YOUTH Brigade we have not been paid at the time we do our part to make sure that for those schools open are safe for them by sanitizing teachers and kids before and after school, taking precautions, maintaining social distancing and wearing masks
#PayBrigades",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.28E+18
@donwinslow So glad Dekalb County is doing virtual cause going back to school in this mess!?!,school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.28E+18
"How about instead of endangering children, you use the money to repair and fix our schools' horrible IT infrastructure so they can do the same things from home?",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
@CP24 Why are we NOT talking this up in Canada? Why are we so arrogant to think that we are immune to this? Why would the convention take place??? This is insane. #COVID19,school closures,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.24E+18
