target,cluster
noncitizen driver license,9
high speed rail,2
train,2
traffic,2
treatment,2
drug addict,8
forced treatment addict,2
doping,8
new york 's bike lane,2
mass transit,2
humanity program,2
american education,4
college,3
harmful atmosphere gay,2
lgbt right,4
christian,4
lgbt right,4
proper parking locking facility,2
biking feasibility,2
biking initiative,2
new york 's bike lane,2
bike parking,2
medicare,4
medicare,4
stability,2
teaching learning,3
tenure,3
drilling,2
carbon emission,1
climate change,2
comment section,2
freedom speech,2
new york 's,2
bicyclist,2
harmful atmosphere gay,2
christian,4
young people,2
ritual adult life,2
climate change,2
college,3
humanity program,2
tenure,3
bad teacher,3
election,9
ruth bader ginsberg,4
trump,4
voting,9
constitutional right,2
constitutional amendment,9
medicare,4
medicare,4
drug addict,8
drug addiction,8
treatment,2
supreme court,2
college,3
free college education,3
fame,2
roof induction,2
rock hall fame,2
olympics,5
holding olympics brazil,4
holding olympics brazil disease present,2
brazil,5
supreme court,2
harmful atmosphere gay,2
christian,4
mandatory voting,2
police officer,2
camera,2
camera,2
camera pubic evidence,2
voting,9
constitutional right,2
stability,2
tenure,3
voting,9
doping,8
economist,1
gun,2
mass shooter,2
gun violence,8
psychotropic medication,8
youth drug use,8
voting,9
political fraud,9
constitutional right,2
voting id,2
voter fraud,9
college,3
routine,2
humanity program,2
justice bader,2
impropriety,2
new york 's bike lane,2
bike lane,2
college,3
multi lingual,2
greece,5
eu,4
euro zone,2
new york 's,2
bicycling street,2
new york 's bike lane,2
christian,4
harmful atmosphere gay,2
christian,4
machine,2
education system,3
upper hand,2
school reform,3
diet,2
keep weight,2
keeping pound eating proper diet starving diet,2
partner,2
russia,5
treatment,2
drug addict,8
treatment drug addict,8
christian,4
harmful atmosphere gay,2
homosexuality,8
voting,9
constitutional right,2
mass transportation system,2
mass transportation system,2
zip car,2
high speed rail,2
zip car,2
humanity program,2
constitutional right,2
voting,9
voter fraud,9
comment section,2
freedom speech,2
population growth,2
telecommuting,1
transportation system,2
business travel,2
population,2
college,3
tuition free college,3
rate professor,2
student evaluation,3
judge public comment,2
justice,2
court corruption,2
election,9
partisanship supreme court,2
election,9
justice,2
streaming,2
musician,2
ritual adult life,2
young people,2
workforce,1
christian,4
homosexuality,8
harmful atmosphere gay,2
world,2
3d printing,2
3d printing,2
gun,2
college campus,3
cycle,2
bike lane,2
new york 's bike lane,2
bike rider,2
christian,4
harmful atmosphere gay,2
college,3
free college,3
tennis strung,2
tennis,2
doping,8
christian,4
harmful atmosphere gay,2
us `` subsidizing european military cost,2
european presence,2
college,3
uneducated people,2
critical thinking,2
humanity program,2
new york 's,2
bike lane,2
new york 's bike lane,2
foreign language class,2
french system,2
political correctness,2
humanity program,2
young people,2
tradition,2
ritual adult life,2
election,9
public comment,2
doping,8
election,9
college,3
free education,3
3d printing,2
world,2
3d printer,2
economist,1
mandatory child,3
religious exemption,1
religious organization,2
vaccination,0
paying tax,1
high speed rail,2
high speed rail california,2
transportation,2
high speed rail,2
legislation,1
doping,8
drug testing athletics,8
increasing fee park,2
tax increase,1
restricted access,2
government spending park,2
overcrowding,2
climate control,2
skepticism,2
population bomb,2
population,2
traffic law,2
bike lane,2
cyclist,2
new york 's bike lane,2
tenure,3
arbitrary termination,2
stability,2
employment,1
medicare,4
election,9
medicare,4
nuclear power,2
climate change,2
nuclear energy,2
california,4
high speed rail,2
high speed rail,2
young people,2
forced displacement,2
ritual adult life,2
delayed adulthood,2
ritual adult life,2
child millennial lifestyle,2
young people,2
paragraph take position,2
bad teacher,3
tenure,3
tenure,3
olympics,5
rio olympics,4
brazil,5
detail,2
tenure,3
stability,2
tenure teacher,3
marijuana,6
drug,8
gateway drug,8
drug addiction,8
drug leading problem user,2
nato,4
harmful atmosphere gay,2
christian,4
medicare,4
turkey,4
medicare,4
voting,9
christian,4
harmful atmosphere gay,2
christianity support gay marriage,4
doping,8
euro zone,2
greece,5
nato,4
trump,4
donald trump,4
drug addict,8
drug prevention program,8
treatment,2
college,3
foreign language,2
humanity program,2
gun,2
firearm campus,3
college campus,3
college campus safe,3
court,2
government corruption,1
harmful atmosphere gay,2
christian,4
christian hate gay people,4
college campus,3
gun allowed college,3
gun,2
technology device,2
technology,2
3d printer,2
3d printing,2
european union,4
greece,5
greece,5
greece taking exit,2
eurozone,9
turkey,4
nato,4
camera,2
privacy,2
state surveillance,2
surveillance,2
college free,3
income blue collar job,2
blue collar job,2
college alternative,3
humanity degree,2
foreign language,2
humanity program,2
language school,3
california,4
taking car trip,2
high speed rail,2
election,9
gun,2
college campus,3
gun violence,8
gun,2
constitutional right,2
voting,9
teaching humanity,2
humanity education,2
humanity program,2
judge,2
apolitical,2
donald trump,4
greece,5
government debt,1
euro zone,2
legislation,1
fat people,2
auto regulation,1
regulation auto industry,2
election,9
political comment,2
justice,2
college,3
free tuition,3
nato,4
nato,4
nato,4
defense official opinion,2
tenure,3
school administrator,3
stability,2
tenure,3
election,9
supreme court,2
new york 's bike lane,2
bike route n. america,2
north american city bicycle,2
city planning,2
teacher,3
public school teacher,3
voting,9
constitutional right,2
free photo id,2
new york 's,2
bike,2
walking instead car,2
new york 's bike lane,2
new york 's bike lane,2
new york 's,2
biking new york,2
bike route,2
new york 's,2
bike lane,2
new york 's bike lane,2
brazil,5
athlete going rio,2
olympics,5
bad teacher,3
tenure,3
unemployment,9
election,9
christian,4
harmful atmosphere gay,2
math career,3
stem education,2
legislation,1
harmful atmosphere gay,2
orlando terrorist attack,4
election,9
economist,1
economics math,3
harmful atmosphere gay,2
christian,4
dishonesty christianity,4
tennis strung,2
boorish behavior,2
sportsmanship,2
felon,8
right vote,2
former inmate,2
russia,5
partner,2
character,2
bad teacher,3
tenure,3
olympics,5
world game,2
hosting olympics,2
election,9
justice ginsburg criticized,2
christian,4
lobbying group,2
harmful atmosphere gay,2
lobbying group,2
turkey,4
turkey 's nato membership,4
nato,4
turkey membership nato,4
turkey,4
sport league,2
eminent domain,2
nonprofit status,2
legislation,1
obese people,2
nato,4
3d printing,2
medical technology,2
3d printing,2
3d printing waste time,2
3d printing,2
medicare,4
rock hall,2
defines `` rock roll,2
fame matter,2
rock n roll hall fame,2
christian,4
harmful atmosphere gay,2
nuclear power,2
climate change,2
new york 's bike lane,2
new york 's,2
bicyclist,2
new york 's bike lane,2
bike city,2
bicycling street,2
christian,4
christ 's teaching,2
harmful atmosphere gay,2
college,3
good writer,2
write,2
standardized test,2
write,2
academia,3
emerging digital technology,2
repeat,2
3d printing,2
christian,4
lgbt advocate,4
harmful atmosphere gay,2
jules berkoff,4
brazil,5
jules berkoff,4
tenure,3
teacher support mentoring,3
writing standard,2
n't mention college,3
computer,2
standardized test,2
algorithm essay computer,2
college campus,3
kid firearm,3
gun,2
trouble,2
host city olympics,2
olympics,5
olympics,5
turkey,4
nato,4
turk,4
brazil,5
postponing olympics,2
olympics,5
sport league,2
eminent domain,2
eminent domain,2
team,2
new york 's,2
new york,2
new york 's bike lane,2
new york mayor,2
doping,8
medicare,4
fraternity sorority,3
doping,8
state citizenship,9
immigration reform,9
responsibility immigrant,9
olympics,5
trouble,2
nyu expansion,2
voting,9
mandatory voting,2
mandatory voting,2
nato,4
3d printing,2
world,2
useful excercise college student,3
research paper,2
research paper,2
critical thinking,2
college,3
free public education,3
federally funded college,3
rating,2
rating system,2
election,9
trump,4
mexico border wall,2
treatment,2
disease addiction,8
drug addict,8
gun,2
gun control,2
gun toting activist,2
gun control,2
gun violence,8
stability,2
school reform,3
tenure,3
reformed school,3
school reformer,3
election,9
medicare,4
overcrowded national park,2
vehicle restriction national park,2
restricted access,2
college,3
christian,4
harmful atmosphere gay,2
bike,2
bike commuting,2
nyc 's bike lane,2
new york 's bike lane,2
drug addict,8
treatment,2
drug addiction,8
free park entrance,2
government,1
democracy,9
restricted access,2
new york 's bike lane,2
new bike lane,2
bike lane,2
expanding horizon,2
traveling world,2
christian,4
subgroup white men wealthy area unhealthy idea,2
religious rule,2
olympics,5
hosting olympics,2
trouble,2
greece hosting,4
christian,4
harmful atmosphere gay,2
court justice,2
justice ginsburg,2
politics supreme court bias,2
new york 's bike lane,2
bike lane,2
public transportation,2
treatment,2
lack housing,2
drug addict,8
addiction legislation,8
economist,1
election,9
political bias,2
rbg,4
medicare,4
election,9
college,3
new york 's bike lane,2
new york 's,2
koch lane,4
bike lane,2
legislation,1
weight loss,2
nato,4
doping,8
election,9
court justice,2
learning language,2
foreign language college,3
elimination foreign language,2
humanity program,2
medicare,4
olympics,5
olympics location,2
brazil,5
olympic host city,2
christian,4
homosexuality,8
mr. daly,4
harmful atmosphere gay,2
tenure,3
bad teacher,3
college campus,3
gun college campus,3
gun,2
new york 's bike lane,2
mayor,2
citywide ban,2
take position,2
nato,4
state citizenship,9
immigration reform,9
drug addict,8
treatment,2
college,3
constitutional right,2
biometric id system,2
voting,9
voter id,9
constitutional right,2
voting,9
speech,2
mac,4
freedom speech,2
election,9
justice ginsberg,2
extra lane highway,2
government overspending infrastructure,1
high speed rail,2
high speed bus travel,2
election,9
speaking truth,2
justice ginsburg,2
president trump,2
trump,4
college,3
reading foreign language,2
humanity program,2
learning multiple language,2
college,3
humanity program,2
harmful atmosphere gay,2
christian,4
doping,8
kid performance,2
student evaluation,3
greece,5
turkish lobby,4
harmful atmosphere gay,2
changing constitution,2
christian,4
economist,1
gun,2
gun,2
gun classroom,3
gun class,2
college,3
humanity program,2
syrian,5
election,9
speaking candidate,2
nuclear power,2
climate change,2
nuclear energy,2
felon,8
voter fraud,9
new york 's,2
law protecting cyclist new york,2
new york 's bike lane,2
new york 's bike lane,2
bike lane,2
turkey,4
nato,4
greece,5
euro zone,2
gun,2
permit carry gun,2
concealed carry among citizen,2
college,3
free tuition,3
election,9
california,4
hsr,4
high speed rail,2
constitutional right,2
supreme court,2
court backed corporation abuse,2
voting,9
court enabled ideological control employee,2
use word `` natural ``,2
election,9
criticism authority,2
freedom speech,2
nato,4
us global interference,2
police officer,2
camera,2
college,3
scarcity fo fund,2
taxpayer funding education,1
humanity program,2
college,3
humanity college,3
college,3
public transportation,2
high speed rail,2
high speed rail,2
high speed rail,2
treatment,2
drug addict,8
high speed rail,2
funding existing public transit california,2
california,4
harmful atmosphere gay,2
christian,4
christian,4
harmful atmosphere gay,2
fraternity sorority,3
christian,4
harmful atmosphere gay,2
gun,2
hunter,2
gun,2
drug addict,8
treatment,2
right citizenship,9
supreme court,2
constitutional right,2
voting right act,2
college,3
english composition,2
standardized test,2
write,2
gun,2
fearmongering,9
gun license,2
evidence based argument,2
supreme court,2
supreme court,2
justice term limit,2
christian,4
harmful atmosphere gay,2
election,9
trump,4
christian,4
harmful atmosphere gay,2
christian right advantage,2
u.s. influence middle east,2
