target,cluster
turkey,2
nato,4
turk,4
brazil,4
postponing olympics,2
olympics,4
sport league,2
eminent domain,2
eminent domain,2
team,2
new york 's,2
new york,2
new york 's bike lane,2
new york mayor,2
doping,0
medicare,4
fraternity sorority,1
doping,0
state citizenship,0
immigration reform,0
responsibility immigrant,0
olympics,4
trouble,2
nyu expansion,2
voting,0
mandatory voting,0
mandatory voting,0
nato,4
3d printing,2
world,2
useful excercise college student,1
research paper,2
research paper,2
critical thinking,2
college,1
free public education,1
federally funded college,1
rating,2
rating system,2
election,0
trump,2
mexico border wall,2
treatment,2
disease addiction,0
drug addict,0
gun,0
gun control,2
gun toting activist,2
gun control,2
gun violence,0
stability,2
school reform,1
tenure,1
reformed school,1
school reformer,1
election,0
medicare,4
overcrowded national park,2
vehicle restriction national park,2
restricted access,2
college,1
christian,4
harmful atmosphere gay,2
bike,2
bike commuting,2
nyc 's bike lane,2
new york 's bike lane,2
drug addict,0
treatment,2
drug addiction,0
free park entrance,2
government,0
democracy,0
restricted access,2
new york 's bike lane,2
new bike lane,2
bike lane,2
expanding horizon,2
traveling world,2
christian,4
subgroup white men wealthy area unhealthy idea,2
religious rule,2
olympics,4
hosting olympics,2
trouble,2
greece hosting,4
christian,4
harmful atmosphere gay,2
court justice,2
justice ginsburg,2
politics supreme court bias,2
new york 's bike lane,2
bike lane,2
public transportation,2
treatment,2
lack housing,2
drug addict,0
addiction legislation,0
economist,2
election,0
political bias,2
rbg,4
medicare,4
election,0
college,1
new york 's bike lane,2
new york 's,2
koch lane,2
bike lane,2
legislation,0
weight loss,2
nato,4
doping,0
election,0
court justice,2
learning language,2
foreign language college,1
elimination foreign language,2
humanity program,2
medicare,4
olympics,4
olympics location,2
brazil,4
olympic host city,2
christian,4
homosexuality,0
mr. daly,4
harmful atmosphere gay,2
tenure,1
bad teacher,1
college campus,1
gun college campus,1
gun,0
new york 's bike lane,2
mayor,2
citywide ban,0
take position,2
nato,4
state citizenship,0
immigration reform,0
drug addict,0
treatment,2
college,1
constitutional right,2
biometric id system,2
voting,0
voter id,0
constitutional right,2
voting,0
speech,2
mac,2
freedom speech,2
election,0
justice ginsberg,2
extra lane highway,2
government overspending infrastructure,2
high speed rail,2
high speed bus travel,2
election,0
speaking truth,2
justice ginsburg,2
president trump,2
trump,2
college,1
reading foreign language,2
humanity program,2
learning multiple language,2
college,1
humanity program,2
harmful atmosphere gay,2
christian,4
doping,0
kid performance,1
student evaluation,1
greece,4
turkish lobby,4
harmful atmosphere gay,2
changing constitution,2
christian,4
economist,2
gun,0
gun,0
gun classroom,1
gun class,2
college,1
humanity program,2
syrian,4
election,0
speaking candidate,2
nuclear power,2
climate change,2
nuclear energy,2
felon,0
voter fraud,0
new york 's,2
law protecting cyclist new york,2
new york 's bike lane,2
new york 's bike lane,2
bike lane,2
turkey,2
nato,4
greece,4
euro zone,2
gun,0
permit carry gun,2
concealed carry among citizen,2
college,1
free tuition,1
election,0
california,4
hsr,4
high speed rail,2
constitutional right,2
supreme court,2
court backed corporation abuse,2
voting,0
court enabled ideological control employee,2
use word `` natural ``,2
election,0
criticism authority,2
freedom speech,2
nato,4
us global interference,2
police officer,2
camera,2
college,1
scarcity fo fund,2
taxpayer funding education,1
humanity program,2
college,1
humanity college,1
college,1
public transportation,2
high speed rail,2
high speed rail,2
high speed rail,2
treatment,2
drug addict,0
high speed rail,2
funding existing public transit california,2
california,4
harmful atmosphere gay,2
christian,4
christian,4
harmful atmosphere gay,2
fraternity sorority,1
christian,4
harmful atmosphere gay,2
gun,0
hunter,2
gun,0
drug addict,0
treatment,2
right citizenship,0
supreme court,2
constitutional right,2
voting right act,2
college,1
english composition,2
standardized test,2
write,2
gun,0
fearmongering,0
gun license,2
evidence based argument,2
supreme court,2
supreme court,2
justice term limit,2
christian,4
harmful atmosphere gay,2
election,0
trump,2
christian,4
harmful atmosphere gay,2
christian right advantage,2
u.s. influence middle east,2
putting troop syria,4
us involvement syria,4
western troop syria,4
tenure,1
public school teacher,1
bad teacher,1
id card,2
immigrant,0
separation judicial branch partisan politics,2
impartial justice,2
justice ginsburg,2
new york 's bike lane,2
new york 's,2
nyc bike lane,2
treatment,2
doping,0
tenure,1
bad teacher,1
immigrant,0
id card,2
olympics,4
christian,4
harmful atmosphere gay,2
drug addict,0
forced treatment,2
treatment,2
coerced treatment,2
medicare,4
new york 's bike lane,2
new york 's,2
increased bikers bike street access new york,2
christian,4
gay marriage,0
relationship changeable,2
harmful atmosphere gay,2
humanity program,2
college,1
doping,0
decision making,2
nuclear power,2
climate change,2
nuclear power,2
nuclear reactor,2
election,0
economist,2
green bicycle lane,2
bus lane,2
new york 's bike lane,2
doping,0
economist,2
nuclear power,2
climate change,2
mandatory voting,0
ukraine,4
eu 's,2
route taken,2
election,0
turkey,2
treatment,2
heavy drug prohibition,0
drug addict,0
supreme court,2
power elite,2
trouble,2
lord coe,2
olympics,4
london,4
harmful atmosphere gay,2
church,1
christian,4
legislation,0
camera,2
camera,2
digital record,2
gun,0
college campus,1
gun control,2
technology prevent duo,2
prevention drinking driving,2
basketball player height,2
nba regulation,2
new york 's bike lane,2
new york 's,2
college,1
forcing participation democracy,2
forcing people participate,2
college,1
human resource,2
voting,0
christian,4
political hate,2
harmful atmosphere gay,2
speaking,2
trump 's rise power,2
turkey take kurd,2
nato,4
college,1
writing skill,2
standardized test,2
gun,0
college campus,1
conceal carry firearm,2
voting,0
spending money olympics,2
olympics,4
olympics,4
christian,4
harmful atmosphere gay,2
homosexuality,0
america 's fear,2
privacy,2
new york 's bike lane,2
new york 's,2
cyclist obeying traffic law,2
legislation,0
fat people,2
euro,4
greece,4
speech,2
job termination,2
public worker,2
christian,4
college campus,1
gun carrying,2
gun,0
gun,0
gun,0
gun owned student,2
carrying loaded weapon,2
voting,0
demonstration voter right,2
constitutional right,2
government overreach,0
immigrant,0
id card,2
traffic law,2
bicyclist abide rule road,2
new york 's bike lane,2
young people,2
age childbirth,2
fraternity sorority,1
id card,2
illegal immigrant,0
immigrant,0
young people,2
choice among student,1
ritual adult life,2
supreme court,2
doping,0
medicare,4
stability,2
tenure,1
election,0
election,0
supreme court judge opinion politics,2
economist,2
harmful atmosphere gay,2
paragraph tell massacre political,2
christian,4
placing blame,2
economist,2
brazil,4
olympics,4
olympics,4
humanity program,2
college,1
drug addict,0
treatment,2
medicare,4
legislation,0
supreme court,2
bad teacher,1
teacher tenure,1
tenure,1
nato,4
nato,4
election,0
justice ginsberg,2
olympics,4
sending people site emergency,2
cdc,4
sending people emergency site,2
health,2
voting,0
identification voting requirement,2
constitutional right,2
voter id law,0
legislation,0
employee image,2
drug addict,0
treatment,2
economist,2
economics,2
greece,4
european union,4
euro zone,2
greece,4
nonprofit,2
surplus profit,2
term nonprofit,2
nonprofit status,2
money,2
new york 's bike lane,2
bicycle,2
new york bike lane,2
bike lane,2
legislation,0
medicare,4
voting,0
constitutional right,2
easier voting,2
human,2
full automation,2
robot,2
artificial intelligence,2
college,1
college,1
learning language school,1
humanity program,2
new york 's bike lane,2
new york 's,2
bike lane,2
new york 's,2
new york bike lane,2
new york 's bike lane,2
tennis strung,2
tennis,2
police officer,2
surveillance,0
camera,2
doping,0
humanity program,2
foreign language learning,2
college,1
appoint,2
liberal,2
election,0
president trump,2
trump,2
greece,4
greece becoming independant,2
euro zone,2
college,1
none,2
humanity program,2
none,2
election,0
justice ginsberg,2
fraternity sorority,1
stem,2
fame,2
rock roll,2
rock hall fame,2
rock roll,2
greece,4
euro zone,2
young people,2
teen pregnancy,1
ritual adult life,2
turkey,2
turkish kurd,4
voting,0
supreme court,2
term limit,2
kid,1
privacy,2
childhood depression,2
new york 's bike lane,2
new york 's,2
biking population,2
medicare,4
supreme court,2
court decision change law,2
treatment,2
drug addict,0
christian,4
fundamentalist,2
fraternity sorority,1
same sex fraternity,2
tenure,1
bad teacher,1
young people,2
marriage,0
ritual adult life,2
economist,2
usage euro currency,2
supreme court,2
tenure,1
stability,2
christian,4
bible anthropology,2
harmful atmosphere gay,2
believing bible reality,2
brazil,4
postpone,2
nuclear power plant,2
nuclear facility,2
nuclear power,2
nato,4
weapon,2
number,2
denuclearization world,2
nuclear arm,2
humanity program,2
college,1
wasting tax money,2
government tax,0
high speed rail,2
taxation policy,0
business paying tax,2
federal tax,0
nonprofit status,2
nonprofit tax,2
paying tax,2
christian,4
harmful atmosphere gay,2
medicare,4
election,0
new york 's bike lane,2
bike lane,2
election,0
justice ginsberg,2
supreme court influence politics,2
turkey,2
secularism,0
turkey straying democracy,2
nato,4
fundamentalist islam,4
california,4
high speed maglev train technology,2
high speed train,2
high speed rail,2
nato,4
overcrowded national park,2
park entry fee investment,2
national park fee,2
restricted access,2
supreme court,2
voting,0
constitutional right,2
immigrant citizen voting,0
stability,2
teacher salary,1
increase teacher wage,2
college,1
free college,1
legislation,0
fattening food,2
high speed train project,2
high speed rail,2
high speed rail,2
christian,4
religious liberty,2
harmful atmosphere gay,2
election,0
dems,4
high speed rail,2
california,4
high speed railroad,2
humanity program,2
college,1
tax break,2
teacher union,1
funding teacher,1
increased pay teacher,2
teacher union,1
correcting someone 's spelling,2
teacher,1
college,1
teacher,1
election,0
donald trump,4
college,1
american isolation,2
foreign language acquisition,2
humanity program,2
humanity program,2
humanity,2
university humanity curriculum,1
stability,2
tenure,1
teacher union,1
tenure,1
humanity program,2
college,1
enrichment humanity,2
legislation,0
obese employee,2
college,1
writing prose,2
humanity program,2
communication,2
communicating others,2
traffic law,2
new york 's bike lane,2
traffic law,2
christian,4
harmful atmosphere gay,2
college,1
humanity program,2
election,0
supreme court,2
ideological voting supreme court,2
tenure,1
bad teacher,1
development teacher 's union,2
election,0
donald trump,4
supreme court,2
new york 's bike lane,2
rider safety,2
new york 's,2
bike safety,2
bike lane nyc,2
election,0
trump,2
harmful atmosphere gay,2
support lgbt christian,4
christian,4
election,0
trump candidacy,2
medicare,4
conservative healthcare plan,2
college,1
humanity program,2
legislative action,2
discrimination,0
election,0
trump,2
college,1
free college education,1
voting,0
mandatory voting,0
russia,4
ukraine nuclear concession exchange territorial integrity,2
nato,4
christian,4
harmful atmosphere gay,2
stability,2
tenure,1
voting,0
voting,0
high speed rail,2
california,4
travel,2
medicare,4
gun,0
concealed carry permit,2
gun control,2
standardized test,2
college,1
memorizing essay,1
election,0
political preference,2
college,1
free service,2
social service,2
gun,0
gun restriction law,2
gun restriction,2
gun control,2
drug addict,0
forcing help addict,2
california,4
high speed rail,2
capitol corridor,2
high speed rail,2
harmful atmosphere gay,2
christian,4
medicare,4
id card,2
immigrant,0
national id,2
christian,4
harmful atmosphere gay,2
election,0
justice ginsburg,2
candidate,2
election,0
election,0
judge speaking politically,2
animal surgery owner 's convenience,2
ethic,2
drug addict,0
national survey drug use health,2
treatment,2
christian,4
taking scripture literally,2
harmful atmosphere gay,2
humanity program,2
foreign language,2
foreign language,2
foreign language study,2
police officer,2
body cam,2
gun,0
none,2
college campus,1
carrying firearm,2
tenure,1
ca teacher tenure,1
stability,2
tenure,1
