Tweet,Target 1,Stance 1,set,Target ori
The nature and  methods of execution used around the world only continue to perpetuate the cycle of violence,capital punishment,FAVOR,train,We should abolish capital punishment
"The nature of Naturopathy makes it impossible to regulate it, the only way to fight it is by a decisive ban.",ban naturopathy,FAVOR,train,We should ban naturopathy
"the naturopathic treatment uses gentle, non-invasive therapies that do not have adverse side effects",ban naturopathy,AGAINST,train,We should ban naturopathy
the need for guantanamo bay has come and gone.  it's time to close down that house of torture and move on.,Guantanamo Bay detention camp,FAVOR,train,We should close Guantanamo Bay detention camp
the neutral language allow to eliminate the sexist euphemisms of our language,language,FAVOR,train,We should adopt gender-neutral language
the neutral language itself does not solve anything and creates more resistance in those who hate lgbt communities in the country,language,AGAINST,train,We should adopt gender-neutral language
"the new generations need the opportunity to advance in their preparation, that is why if they do not have the means and the state does not provide free education then it should promote means such as loans.",student loans,FAVOR,train,We should subsidize student loans
the nhs has limited funding and this should be spent providing care for those that need it rather than wasting it on research that may not help solve anytihng,stem cell research,AGAINST,train,We should subsidize embryonic stem cell research
"The nuclear age has been the most peaceful time in human history, and there is no reason to risk that by abolishing nuclear weapons.",abolition weapons,AGAINST,train,We should fight for the abolition of nuclear weapons
the nuclear weapons available today are more powerful than in the past. the destruction caused will have an effect for generations.,abolition weapons,FAVOR,train,We should fight for the abolition of nuclear weapons
The nuclear weapons industry produces a large volume of radioactive waste,abolition weapons,FAVOR,train,We should fight for the abolition of nuclear weapons
the number of fatalities that can be prevented with autonomous cars makes the development a moral imperative.,stop development cars,AGAINST,train,We should stop the development of autonomous cars
"the number of people at guantanamo bay are so few yet costly and should be located in a prison with other criminals, rendering the need for guantanamo bay useless..",Guantanamo Bay detention camp,FAVOR,train,We should close Guantanamo Bay detention camp
